"","date","party","vote_share"
"1","2021-10-25","Cs",5.27
"2","2021-10-26","Cs",5.27
"3","2021-10-27","Cs",5.27
"4","2021-10-28","Cs",5.27
"5","2021-10-29","Cs",5.27
"6","2021-10-30","Cs",5.27
"7","2021-10-31","Cs",5.27
"8","2021-11-01","Cs",5.27
"9","2021-11-02","Cs",5.27
"10","2021-11-03","Cs",5.27
"11","2021-11-04","Cs",5.27
"12","2021-11-05","Cs",5.27
"13","2021-11-06","Cs",5.27
"14","2021-11-07","Cs",5.27
"15","2021-11-08","Cs",5.27
"16","2021-11-09","Cs",5.27
"17","2021-11-10","Cs",5.27
"18","2021-11-11","Cs",5.27
"19","2021-11-12","Cs",6.18
"20","2021-11-13","Cs",6.18
"21","2021-11-14","Cs",6.18
"22","2021-11-15","Cs",6.18
"23","2021-11-16","Cs",6.18
"24","2021-11-17","Cs",6.18
"25","2021-11-18","Cs",6.18
"26","2021-11-19","Cs",6.18
"27","2021-11-20","Cs",6.18
"28","2021-11-21","Cs",6.18
"29","2021-11-22","Cs",6.18
"30","2021-11-23","Cs",6.18
"31","2021-11-24","Cs",6.18
"32","2021-11-25","Cs",6.18
"33","2021-11-26","Cs",6.18
"34","2021-11-27","Cs",6.18
"35","2021-11-28","Cs",6.18
"36","2021-11-29","Cs",6.18
"37","2021-11-30","Cs",6.18
"38","2021-12-01","Cs",6.18
"39","2021-12-02","Cs",6.18
"40","2021-12-03","Cs",6.18
"41","2021-12-04","Cs",6.18
"42","2021-12-05","Cs",6.18
"43","2021-12-06","Cs",6.18
"44","2021-12-07","Cs",6.18
"45","2021-12-08","Cs",6.18
"46","2021-12-09","Cs",6.18
"47","2021-12-10","Cs",6.18
"48","2021-12-11","Cs",6.18
"49","2021-12-12","Cs",6.18
"50","2021-12-13","Cs",6.18
"51","2021-12-14","Cs",6.18
"52","2021-12-15","Cs",5.06
"53","2021-12-16","Cs",5.06
"54","2021-12-17","Cs",5.06
"55","2021-12-18","Cs",5.06
"56","2021-12-19","Cs",5.06
"57","2021-12-20","Cs",5.17
"58","2021-12-20","Cs",5.17
"59","2021-12-21","Cs",5.09
"60","2021-12-22","Cs",4.94
"61","2021-12-23","Cs",4.97
"62","2021-12-23","Cs",4.97
"63","2021-12-23","Cs",4.97
"64","2021-12-24","Cs",4.97
"65","2021-12-25","Cs",4.97
"66","2021-12-26","Cs",4.91
"67","2021-12-27","Cs",4.91
"68","2021-12-28","Cs",4.91
"69","2021-12-29","Cs",4.91
"70","2021-12-30","Cs",4.91
"71","2021-12-31","Cs",4.91
"72","2022-01-01","Cs",4.91
"73","2022-01-02","Cs",4.86
"74","2022-01-03","Cs",4.86
"75","2022-01-04","Cs",4.86
"76","2022-01-05","Cs",4.86
"77","2022-01-06","Cs",4.87
"78","2022-01-07","Cs",4.92
"79","2022-01-08","Cs",4.92
"80","2022-01-09","Cs",4.9
"81","2022-01-10","Cs",4.9
"82","2022-01-11","Cs",4.9
"83","2022-01-12","Cs",4.9
"84","2022-01-13","Cs",4.9
"85","2022-01-14","Cs",4.36
"86","2022-01-15","Cs",4.36
"87","2022-01-16","Cs",4.37
"88","2022-01-17","Cs",4.37
"89","2022-01-18","Cs",4.38
"90","2022-01-19","Cs",4.31
"91","2022-01-20","Cs",4.31
"92","2022-01-21","Cs",4.22
"93","2022-01-21","Cs",4.22
"94","2022-01-22","Cs",5.28
"95","2022-01-23","Cs",5.27
"96","2022-01-24","Cs",5.17
"97","2022-01-25","Cs",4.46
"98","2022-01-25","Cs",4.46
"99","2022-01-25","Cs",4.46
"100","2022-01-26","Cs",4.46
"101","2022-01-27","Cs",4.46
"102","2022-01-28","Cs",4.38
"103","2022-01-29","Cs",4.38
"104","2022-01-30","Cs",4.4
"105","2022-01-31","Cs",4.74
"106","2022-01-31","Cs",4.74
"107","2022-02-01","Cs",4.71
"108","2022-02-01","Cs",4.71
"109","2022-02-02","Cs",5.2
"110","2022-02-02","Cs",5.2
"111","2022-02-02","Cs",5.2
"112","2022-02-03","Cs",4.96
"113","2022-02-03","Cs",4.96
"114","2022-02-03","Cs",4.96
"115","2022-02-04","Cs",4.87
"116","2022-02-04","Cs",4.87
"117","2022-02-05","Cs",4.9
"118","2022-02-06","Cs",4.91
"119","2022-02-07","Cs",4.91
"120","2021-10-25","EV",NA
"121","2021-10-26","EV",NA
"122","2021-10-27","EV",NA
"123","2021-10-28","EV",NA
"124","2021-10-29","EV",NA
"125","2021-10-30","EV",NA
"126","2021-10-31","EV",NA
"127","2021-11-01","EV",NA
"128","2021-11-02","EV",NA
"129","2021-11-03","EV",NA
"130","2021-11-04","EV",NA
"131","2021-11-05","EV",NA
"132","2021-11-06","EV",NA
"133","2021-11-07","EV",NA
"134","2021-11-08","EV",NA
"135","2021-11-09","EV",NA
"136","2021-11-10","EV",NA
"137","2021-11-11","EV",NA
"138","2021-11-12","EV",NA
"139","2021-11-13","EV",NA
"140","2021-11-14","EV",NA
"141","2021-11-15","EV",NA
"142","2021-11-16","EV",NA
"143","2021-11-17","EV",NA
"144","2021-11-18","EV",NA
"145","2021-11-19","EV",NA
"146","2021-11-20","EV",NA
"147","2021-11-21","EV",NA
"148","2021-11-22","EV",NA
"149","2021-11-23","EV",NA
"150","2021-11-24","EV",NA
"151","2021-11-25","EV",NA
"152","2021-11-26","EV",NA
"153","2021-11-27","EV",NA
"154","2021-11-28","EV",NA
"155","2021-11-29","EV",NA
"156","2021-11-30","EV",NA
"157","2021-12-01","EV",NA
"158","2021-12-02","EV",NA
"159","2021-12-03","EV",NA
"160","2021-12-04","EV",NA
"161","2021-12-05","EV",NA
"162","2021-12-06","EV",NA
"163","2021-12-07","EV",NA
"164","2021-12-08","EV",NA
"165","2021-12-09","EV",NA
"166","2021-12-10","EV",NA
"167","2021-12-11","EV",NA
"168","2021-12-12","EV",NA
"169","2021-12-13","EV",NA
"170","2021-12-14","EV",NA
"171","2021-12-15","EV",NA
"172","2021-12-16","EV",NA
"173","2021-12-17","EV",NA
"174","2021-12-18","EV",NA
"175","2021-12-19","EV",NA
"176","2021-12-20","EV",0.77
"177","2021-12-20","EV",0.77
"178","2021-12-21","EV",0.78
"179","2021-12-22","EV",0.78
"180","2021-12-23","EV",0.92
"181","2021-12-23","EV",0.92
"182","2021-12-23","EV",0.92
"183","2021-12-24","EV",0.93
"184","2021-12-25","EV",0.93
"185","2021-12-26","EV",1.33
"186","2021-12-27","EV",1.33
"187","2021-12-28","EV",1.34
"188","2021-12-29","EV",1.34
"189","2021-12-30","EV",1.35
"190","2021-12-31","EV",1.35
"191","2022-01-01","EV",1.36
"192","2022-01-02","EV",1.83
"193","2022-01-03","EV",1.83
"194","2022-01-04","EV",1.84
"195","2022-01-05","EV",1.85
"196","2022-01-06","EV",1.85
"197","2022-01-07","EV",1.54
"198","2022-01-08","EV",1.54
"199","2022-01-09","EV",1.93
"200","2022-01-10","EV",1.93
"201","2022-01-11","EV",1.94
"202","2022-01-12","EV",1.95
"203","2022-01-13","EV",1.95
"204","2022-01-14","EV",1.6
"205","2022-01-15","EV",1.61
"206","2022-01-16","EV",2.02
"207","2022-01-17","EV",2.03
"208","2022-01-18","EV",2.25
"209","2022-01-19","EV",2.84
"210","2022-01-20","EV",2.85
"211","2022-01-21","EV",2.78
"212","2022-01-21","EV",2.78
"213","2022-01-22","EV",2.8
"214","2022-01-23","EV",2.9
"215","2022-01-24","EV",3.15
"216","2022-01-25","EV",4
"217","2022-01-25","EV",4
"218","2022-01-25","EV",4
"219","2022-01-26","EV",4.01
"220","2022-01-27","EV",4.01
"221","2022-01-28","EV",3.38
"222","2022-01-29","EV",3.38
"223","2022-01-30","EV",3.48
"224","2022-01-31","EV",3.68
"225","2022-01-31","EV",3.68
"226","2022-02-01","EV",3.47
"227","2022-02-01","EV",3.47
"228","2022-02-02","EV",4.06
"229","2022-02-02","EV",4.06
"230","2022-02-02","EV",4.06
"231","2022-02-03","EV",3.97
"232","2022-02-03","EV",3.97
"233","2022-02-03","EV",3.97
"234","2022-02-04","EV",3.82
"235","2022-02-04","EV",3.82
"236","2022-02-05","EV",3.92
"237","2022-02-06","EV",3.97
"238","2022-02-07","EV",3.97
"239","2021-10-25","PP",38.53
"240","2021-10-26","PP",38.53
"241","2021-10-27","PP",38.53
"242","2021-10-28","PP",38.53
"243","2021-10-29","PP",38.53
"244","2021-10-30","PP",38.53
"245","2021-10-31","PP",38.53
"246","2021-11-01","PP",38.52
"247","2021-11-02","PP",38.52
"248","2021-11-03","PP",38.52
"249","2021-11-04","PP",38.52
"250","2021-11-05","PP",38.52
"251","2021-11-06","PP",38.52
"252","2021-11-07","PP",38.52
"253","2021-11-08","PP",38.52
"254","2021-11-09","PP",38.52
"255","2021-11-10","PP",38.52
"256","2021-11-11","PP",38.52
"257","2021-11-12","PP",39.37
"258","2021-11-13","PP",39.37
"259","2021-11-14","PP",39.36
"260","2021-11-15","PP",39.36
"261","2021-11-16","PP",39.36
"262","2021-11-17","PP",39.36
"263","2021-11-18","PP",39.36
"264","2021-11-19","PP",39.36
"265","2021-11-20","PP",39.36
"266","2021-11-21","PP",39.36
"267","2021-11-22","PP",39.35
"268","2021-11-23","PP",39.35
"269","2021-11-24","PP",39.35
"270","2021-11-25","PP",39.35
"271","2021-11-26","PP",39.35
"272","2021-11-27","PP",39.34
"273","2021-11-28","PP",39.34
"274","2021-11-29","PP",39.34
"275","2021-11-30","PP",39.34
"276","2021-12-01","PP",39.33
"277","2021-12-02","PP",39.33
"278","2021-12-03","PP",39.33
"279","2021-12-04","PP",39.32
"280","2021-12-05","PP",39.32
"281","2021-12-06","PP",39.32
"282","2021-12-07","PP",39.31
"283","2021-12-08","PP",39.31
"284","2021-12-09","PP",39.3
"285","2021-12-10","PP",39.3
"286","2021-12-11","PP",39.29
"287","2021-12-12","PP",39.29
"288","2021-12-13","PP",39.28
"289","2021-12-14","PP",39.28
"290","2021-12-15","PP",39.81
"291","2021-12-16","PP",39.81
"292","2021-12-17","PP",39.8
"293","2021-12-18","PP",39.8
"294","2021-12-19","PP",39.79
"295","2021-12-20","PP",39.62
"296","2021-12-20","PP",39.62
"297","2021-12-21","PP",39.51
"298","2021-12-22","PP",39.31
"299","2021-12-23","PP",38.95
"300","2021-12-23","PP",38.95
"301","2021-12-23","PP",38.95
"302","2021-12-24","PP",38.94
"303","2021-12-25","PP",38.94
"304","2021-12-26","PP",38.53
"305","2021-12-27","PP",38.53
"306","2021-12-28","PP",38.52
"307","2021-12-29","PP",38.51
"308","2021-12-30","PP",38.5
"309","2021-12-31","PP",38.49
"310","2022-01-01","PP",38.48
"311","2022-01-02","PP",38.13
"312","2022-01-03","PP",38.12
"313","2022-01-04","PP",38.11
"314","2022-01-05","PP",38.1
"315","2022-01-06","PP",38.37
"316","2022-01-07","PP",38.38
"317","2022-01-08","PP",38.37
"318","2022-01-09","PP",38.1
"319","2022-01-10","PP",38.09
"320","2022-01-11","PP",38.08
"321","2022-01-12","PP",38.07
"322","2022-01-13","PP",38.06
"323","2022-01-14","PP",38.48
"324","2022-01-15","PP",38.47
"325","2022-01-16","PP",38.14
"326","2022-01-17","PP",38.12
"327","2022-01-18","PP",37.92
"328","2022-01-19","PP",37.48
"329","2022-01-20","PP",37.47
"330","2022-01-21","PP",37.14
"331","2022-01-21","PP",37.14
"332","2022-01-22","PP",35.38
"333","2022-01-23","PP",35.26
"334","2022-01-24","PP",35.18
"335","2022-01-25","PP",35.57
"336","2022-01-25","PP",35.57
"337","2022-01-25","PP",35.57
"338","2022-01-26","PP",35.56
"339","2022-01-27","PP",35.55
"340","2022-01-28","PP",35.99
"341","2022-01-29","PP",35.97
"342","2022-01-30","PP",35.78
"343","2022-01-31","PP",35.01
"344","2022-01-31","PP",35.01
"345","2022-02-01","PP",35.2
"346","2022-02-01","PP",35.2
"347","2022-02-02","PP",33.84
"348","2022-02-02","PP",33.84
"349","2022-02-02","PP",33.84
"350","2022-02-03","PP",34.04
"351","2022-02-03","PP",34.04
"352","2022-02-03","PP",34.04
"353","2022-02-04","PP",34.08
"354","2022-02-04","PP",34.08
"355","2022-02-05","PP",34.06
"356","2022-02-06","PP",33.97
"357","2022-02-07","PP",33.96
"358","2021-10-25","PSOE",30.4
"359","2021-10-26","PSOE",30.4
"360","2021-10-27","PSOE",30.4
"361","2021-10-28","PSOE",30.4
"362","2021-10-29","PSOE",30.4
"363","2021-10-30","PSOE",30.4
"364","2021-10-31","PSOE",30.4
"365","2021-11-01","PSOE",30.4
"366","2021-11-02","PSOE",30.41
"367","2021-11-03","PSOE",30.41
"368","2021-11-04","PSOE",30.41
"369","2021-11-05","PSOE",30.41
"370","2021-11-06","PSOE",30.41
"371","2021-11-07","PSOE",30.41
"372","2021-11-08","PSOE",30.41
"373","2021-11-09","PSOE",30.41
"374","2021-11-10","PSOE",30.41
"375","2021-11-11","PSOE",30.41
"376","2021-11-12","PSOE",30.87
"377","2021-11-13","PSOE",30.87
"378","2021-11-14","PSOE",30.87
"379","2021-11-15","PSOE",30.87
"380","2021-11-16","PSOE",30.87
"381","2021-11-17","PSOE",30.87
"382","2021-11-18","PSOE",30.87
"383","2021-11-19","PSOE",30.87
"384","2021-11-20","PSOE",30.87
"385","2021-11-21","PSOE",30.87
"386","2021-11-22","PSOE",30.87
"387","2021-11-23","PSOE",30.87
"388","2021-11-24","PSOE",30.87
"389","2021-11-25","PSOE",30.87
"390","2021-11-26","PSOE",30.87
"391","2021-11-27","PSOE",30.87
"392","2021-11-28","PSOE",30.87
"393","2021-11-29","PSOE",30.87
"394","2021-11-30","PSOE",30.87
"395","2021-12-01","PSOE",30.87
"396","2021-12-02","PSOE",30.87
"397","2021-12-03","PSOE",30.87
"398","2021-12-04","PSOE",30.87
"399","2021-12-05","PSOE",30.87
"400","2021-12-06","PSOE",30.87
"401","2021-12-07","PSOE",30.87
"402","2021-12-08","PSOE",30.86
"403","2021-12-09","PSOE",30.86
"404","2021-12-10","PSOE",30.86
"405","2021-12-11","PSOE",30.86
"406","2021-12-12","PSOE",30.86
"407","2021-12-13","PSOE",30.86
"408","2021-12-14","PSOE",30.85
"409","2021-12-15","PSOE",30.26
"410","2021-12-16","PSOE",30.26
"411","2021-12-17","PSOE",30.25
"412","2021-12-18","PSOE",30.25
"413","2021-12-19","PSOE",30.25
"414","2021-12-20","PSOE",29.93
"415","2021-12-20","PSOE",29.93
"416","2021-12-21","PSOE",30.88
"417","2021-12-22","PSOE",30.9
"418","2021-12-23","PSOE",30.58
"419","2021-12-23","PSOE",30.58
"420","2021-12-23","PSOE",30.58
"421","2021-12-24","PSOE",30.58
"422","2021-12-25","PSOE",30.57
"423","2021-12-26","PSOE",30.75
"424","2021-12-27","PSOE",30.74
"425","2021-12-28","PSOE",30.74
"426","2021-12-29","PSOE",30.73
"427","2021-12-30","PSOE",30.73
"428","2021-12-31","PSOE",30.73
"429","2022-01-01","PSOE",30.72
"430","2022-01-02","PSOE",30.84
"431","2022-01-03","PSOE",30.83
"432","2022-01-04","PSOE",30.83
"433","2022-01-05","PSOE",30.82
"434","2022-01-06","PSOE",30.52
"435","2022-01-07","PSOE",30.72
"436","2022-01-08","PSOE",30.71
"437","2022-01-09","PSOE",30.62
"438","2022-01-10","PSOE",30.61
"439","2022-01-11","PSOE",30.61
"440","2022-01-12","PSOE",30.6
"441","2022-01-13","PSOE",30.6
"442","2022-01-14","PSOE",30.03
"443","2022-01-15","PSOE",30.02
"444","2022-01-16","PSOE",29.93
"445","2022-01-17","PSOE",29.93
"446","2022-01-18","PSOE",29.86
"447","2022-01-19","PSOE",29.72
"448","2022-01-20","PSOE",29.71
"449","2022-01-21","PSOE",29.35
"450","2022-01-21","PSOE",29.35
"451","2022-01-22","PSOE",29.29
"452","2022-01-23","PSOE",29.24
"453","2022-01-24","PSOE",28.98
"454","2022-01-25","PSOE",28.31
"455","2022-01-25","PSOE",28.31
"456","2022-01-25","PSOE",28.31
"457","2022-01-26","PSOE",28.3
"458","2022-01-27","PSOE",28.3
"459","2022-01-28","PSOE",28.34
"460","2022-01-29","PSOE",28.34
"461","2022-01-30","PSOE",28.3
"462","2022-01-31","PSOE",28.51
"463","2022-01-31","PSOE",28.51
"464","2022-02-01","PSOE",28.47
"465","2022-02-01","PSOE",28.47
"466","2022-02-02","PSOE",28.48
"467","2022-02-02","PSOE",28.48
"468","2022-02-02","PSOE",28.48
"469","2022-02-03","PSOE",28.65
"470","2022-02-03","PSOE",28.65
"471","2022-02-03","PSOE",28.65
"472","2022-02-04","PSOE",28.56
"473","2022-02-04","PSOE",28.56
"474","2022-02-05","PSOE",28.54
"475","2022-02-06","PSOE",28.47
"476","2022-02-07","PSOE",28.47
"477","2021-10-25","UP",4.86
"478","2021-10-26","UP",4.86
"479","2021-10-27","UP",4.86
"480","2021-10-28","UP",4.87
"481","2021-10-29","UP",4.87
"482","2021-10-30","UP",4.87
"483","2021-10-31","UP",4.87
"484","2021-11-01","UP",4.87
"485","2021-11-02","UP",4.88
"486","2021-11-03","UP",4.88
"487","2021-11-04","UP",4.88
"488","2021-11-05","UP",4.88
"489","2021-11-06","UP",4.88
"490","2021-11-07","UP",4.89
"491","2021-11-08","UP",4.89
"492","2021-11-09","UP",4.89
"493","2021-11-10","UP",4.89
"494","2021-11-11","UP",4.89
"495","2021-11-12","UP",5.88
"496","2021-11-13","UP",5.88
"497","2021-11-14","UP",5.88
"498","2021-11-15","UP",5.88
"499","2021-11-16","UP",5.89
"500","2021-11-17","UP",5.89
"501","2021-11-18","UP",5.89
"502","2021-11-19","UP",5.89
"503","2021-11-20","UP",5.89
"504","2021-11-21","UP",5.9
"505","2021-11-22","UP",5.9
"506","2021-11-23","UP",5.9
"507","2021-11-24","UP",5.9
"508","2021-11-25","UP",5.91
"509","2021-11-26","UP",5.91
"510","2021-11-27","UP",5.91
"511","2021-11-28","UP",5.91
"512","2021-11-29","UP",5.91
"513","2021-11-30","UP",5.92
"514","2021-12-01","UP",5.92
"515","2021-12-02","UP",5.92
"516","2021-12-03","UP",5.92
"517","2021-12-04","UP",5.92
"518","2021-12-05","UP",5.93
"519","2021-12-06","UP",5.93
"520","2021-12-07","UP",5.93
"521","2021-12-08","UP",5.93
"522","2021-12-09","UP",5.93
"523","2021-12-10","UP",5.94
"524","2021-12-11","UP",5.94
"525","2021-12-12","UP",5.94
"526","2021-12-13","UP",5.94
"527","2021-12-14","UP",5.94
"528","2021-12-15","UP",6.21
"529","2021-12-16","UP",6.22
"530","2021-12-17","UP",6.22
"531","2021-12-18","UP",6.22
"532","2021-12-19","UP",6.22
"533","2021-12-20","UP",6.11
"534","2021-12-20","UP",6.11
"535","2021-12-21","UP",5.99
"536","2021-12-22","UP",6.02
"537","2021-12-23","UP",6.29
"538","2021-12-23","UP",6.29
"539","2021-12-23","UP",6.29
"540","2021-12-24","UP",6.29
"541","2021-12-25","UP",6.29
"542","2021-12-26","UP",6.25
"543","2021-12-27","UP",6.25
"544","2021-12-28","UP",6.25
"545","2021-12-29","UP",6.25
"546","2021-12-30","UP",6.25
"547","2021-12-31","UP",6.26
"548","2022-01-01","UP",6.26
"549","2022-01-02","UP",6.22
"550","2022-01-03","UP",6.22
"551","2022-01-04","UP",6.22
"552","2022-01-05","UP",6.22
"553","2022-01-06","UP",6.12
"554","2022-01-07","UP",6.29
"555","2022-01-08","UP",6.29
"556","2022-01-09","UP",6.31
"557","2022-01-10","UP",6.31
"558","2022-01-11","UP",6.31
"559","2022-01-12","UP",6.31
"560","2022-01-13","UP",6.31
"561","2022-01-14","UP",6.5
"562","2022-01-15","UP",6.5
"563","2022-01-16","UP",6.5
"564","2022-01-17","UP",6.5
"565","2022-01-18","UP",6.51
"566","2022-01-19","UP",6.63
"567","2022-01-20","UP",6.63
"568","2022-01-21","UP",6.72
"569","2022-01-21","UP",6.72
"570","2022-01-22","UP",7.22
"571","2022-01-23","UP",7.23
"572","2022-01-24","UP",7.18
"573","2022-01-25","UP",7.03
"574","2022-01-25","UP",7.03
"575","2022-01-25","UP",7.03
"576","2022-01-26","UP",7.03
"577","2022-01-27","UP",7.04
"578","2022-01-28","UP",6.93
"579","2022-01-29","UP",6.93
"580","2022-01-30","UP",6.98
"581","2022-01-31","UP",6.97
"582","2022-01-31","UP",6.97
"583","2022-02-01","UP",6.95
"584","2022-02-01","UP",6.95
"585","2022-02-02","UP",7.06
"586","2022-02-02","UP",7.06
"587","2022-02-02","UP",7.06
"588","2022-02-03","UP",7
"589","2022-02-03","UP",7
"590","2022-02-03","UP",7
"591","2022-02-04","UP",7.09
"592","2022-02-04","UP",7.09
"593","2022-02-05","UP",7.12
"594","2022-02-06","UP",7.16
"595","2022-02-07","UP",7.16
"596","2021-10-25","UPL",2.67
"597","2021-10-26","UPL",2.67
"598","2021-10-27","UPL",2.67
"599","2021-10-28","UPL",2.67
"600","2021-10-29","UPL",2.67
"601","2021-10-30","UPL",2.67
"602","2021-10-31","UPL",2.67
"603","2021-11-01","UPL",2.67
"604","2021-11-02","UPL",2.67
"605","2021-11-03","UPL",2.67
"606","2021-11-04","UPL",2.67
"607","2021-11-05","UPL",2.67
"608","2021-11-06","UPL",2.67
"609","2021-11-07","UPL",2.67
"610","2021-11-08","UPL",2.68
"611","2021-11-09","UPL",2.68
"612","2021-11-10","UPL",2.68
"613","2021-11-11","UPL",2.68
"614","2021-11-12","UPL",2.42
"615","2021-11-13","UPL",2.42
"616","2021-11-14","UPL",2.42
"617","2021-11-15","UPL",2.42
"618","2021-11-16","UPL",2.42
"619","2021-11-17","UPL",2.42
"620","2021-11-18","UPL",2.42
"621","2021-11-19","UPL",2.42
"622","2021-11-20","UPL",2.42
"623","2021-11-21","UPL",2.42
"624","2021-11-22","UPL",2.42
"625","2021-11-23","UPL",2.42
"626","2021-11-24","UPL",2.42
"627","2021-11-25","UPL",2.42
"628","2021-11-26","UPL",2.42
"629","2021-11-27","UPL",2.42
"630","2021-11-28","UPL",2.43
"631","2021-11-29","UPL",2.43
"632","2021-11-30","UPL",2.43
"633","2021-12-01","UPL",2.43
"634","2021-12-02","UPL",2.43
"635","2021-12-03","UPL",2.43
"636","2021-12-04","UPL",2.43
"637","2021-12-05","UPL",2.43
"638","2021-12-06","UPL",2.43
"639","2021-12-07","UPL",2.43
"640","2021-12-08","UPL",2.43
"641","2021-12-09","UPL",2.43
"642","2021-12-10","UPL",2.44
"643","2021-12-11","UPL",2.44
"644","2021-12-12","UPL",2.44
"645","2021-12-13","UPL",2.44
"646","2021-12-14","UPL",2.44
"647","2021-12-15","UPL",2.71
"648","2021-12-16","UPL",2.71
"649","2021-12-17","UPL",2.71
"650","2021-12-18","UPL",2.71
"651","2021-12-19","UPL",2.72
"652","2021-12-20","UPL",2.48
"653","2021-12-20","UPL",2.48
"654","2021-12-21","UPL",2.71
"655","2021-12-22","UPL",2.73
"656","2021-12-23","UPL",2.83
"657","2021-12-23","UPL",2.83
"658","2021-12-23","UPL",2.83
"659","2021-12-24","UPL",2.83
"660","2021-12-25","UPL",2.83
"661","2021-12-26","UPL",2.81
"662","2021-12-27","UPL",2.81
"663","2021-12-28","UPL",2.81
"664","2021-12-29","UPL",2.82
"665","2021-12-30","UPL",2.82
"666","2021-12-31","UPL",2.82
"667","2022-01-01","UPL",2.82
"668","2022-01-02","UPL",2.8
"669","2022-01-03","UPL",2.81
"670","2022-01-04","UPL",2.81
"671","2022-01-05","UPL",2.81
"672","2022-01-06","UPL",2.77
"673","2022-01-07","UPL",2.78
"674","2022-01-08","UPL",2.78
"675","2022-01-09","UPL",2.82
"676","2022-01-10","UPL",2.82
"677","2022-01-11","UPL",2.82
"678","2022-01-12","UPL",2.82
"679","2022-01-13","UPL",2.82
"680","2022-01-14","UPL",2.85
"681","2022-01-15","UPL",2.85
"682","2022-01-16","UPL",2.89
"683","2022-01-17","UPL",2.89
"684","2022-01-18","UPL",2.92
"685","2022-01-19","UPL",2.94
"686","2022-01-20","UPL",2.94
"687","2022-01-21","UPL",3.02
"688","2022-01-21","UPL",3.02
"689","2022-01-22","UPL",3.31
"690","2022-01-23","UPL",3.32
"691","2022-01-24","UPL",3.28
"692","2022-01-25","UPL",3.12
"693","2022-01-25","UPL",3.12
"694","2022-01-25","UPL",3.12
"695","2022-01-26","UPL",3.13
"696","2022-01-27","UPL",3.13
"697","2022-01-28","UPL",3.12
"698","2022-01-29","UPL",3.12
"699","2022-01-30","UPL",3.15
"700","2022-01-31","UPL",3.29
"701","2022-01-31","UPL",3.29
"702","2022-02-01","UPL",3.29
"703","2022-02-01","UPL",3.29
"704","2022-02-02","UPL",3.58
"705","2022-02-02","UPL",3.58
"706","2022-02-02","UPL",3.58
"707","2022-02-03","UPL",3.58
"708","2022-02-03","UPL",3.58
"709","2022-02-03","UPL",3.58
"710","2022-02-04","UPL",3.56
"711","2022-02-04","UPL",3.56
"712","2022-02-05","UPL",3.55
"713","2022-02-06","UPL",3.57
"714","2022-02-07","UPL",3.57
"715","2021-10-25","Vox",13.88
"716","2021-10-26","Vox",13.88
"717","2021-10-27","Vox",13.88
"718","2021-10-28","Vox",13.88
"719","2021-10-29","Vox",13.88
"720","2021-10-30","Vox",13.88
"721","2021-10-31","Vox",13.89
"722","2021-11-01","Vox",13.89
"723","2021-11-02","Vox",13.89
"724","2021-11-03","Vox",13.89
"725","2021-11-04","Vox",13.89
"726","2021-11-05","Vox",13.89
"727","2021-11-06","Vox",13.89
"728","2021-11-07","Vox",13.9
"729","2021-11-08","Vox",13.9
"730","2021-11-09","Vox",13.9
"731","2021-11-10","Vox",13.9
"732","2021-11-11","Vox",13.9
"733","2021-11-12","Vox",10.37
"734","2021-11-13","Vox",10.37
"735","2021-11-14","Vox",10.37
"736","2021-11-15","Vox",10.38
"737","2021-11-16","Vox",10.38
"738","2021-11-17","Vox",10.38
"739","2021-11-18","Vox",10.38
"740","2021-11-19","Vox",10.38
"741","2021-11-20","Vox",10.38
"742","2021-11-21","Vox",10.38
"743","2021-11-22","Vox",10.39
"744","2021-11-23","Vox",10.39
"745","2021-11-24","Vox",10.39
"746","2021-11-25","Vox",10.39
"747","2021-11-26","Vox",10.39
"748","2021-11-27","Vox",10.39
"749","2021-11-28","Vox",10.39
"750","2021-11-29","Vox",10.4
"751","2021-11-30","Vox",10.4
"752","2021-12-01","Vox",10.4
"753","2021-12-02","Vox",10.4
"754","2021-12-03","Vox",10.4
"755","2021-12-04","Vox",10.4
"756","2021-12-05","Vox",10.4
"757","2021-12-06","Vox",10.41
"758","2021-12-07","Vox",10.41
"759","2021-12-08","Vox",10.41
"760","2021-12-09","Vox",10.41
"761","2021-12-10","Vox",10.41
"762","2021-12-11","Vox",10.41
"763","2021-12-12","Vox",10.41
"764","2021-12-13","Vox",10.42
"765","2021-12-14","Vox",10.42
"766","2021-12-15","Vox",12.78
"767","2021-12-16","Vox",12.78
"768","2021-12-17","Vox",12.78
"769","2021-12-18","Vox",12.78
"770","2021-12-19","Vox",12.78
"771","2021-12-20","Vox",12.94
"772","2021-12-20","Vox",12.94
"773","2021-12-21","Vox",11.51
"774","2021-12-22","Vox",11.63
"775","2021-12-23","Vox",11.93
"776","2021-12-23","Vox",11.93
"777","2021-12-23","Vox",11.93
"778","2021-12-24","Vox",11.93
"779","2021-12-25","Vox",11.93
"780","2021-12-26","Vox",12.17
"781","2021-12-27","Vox",12.17
"782","2021-12-28","Vox",12.17
"783","2021-12-29","Vox",12.18
"784","2021-12-30","Vox",12.18
"785","2021-12-31","Vox",12.18
"786","2022-01-01","Vox",12.18
"787","2022-01-02","Vox",12.37
"788","2022-01-03","Vox",12.37
"789","2022-01-04","Vox",12.37
"790","2022-01-05","Vox",12.37
"791","2022-01-06","Vox",12.44
"792","2022-01-07","Vox",12.23
"793","2022-01-08","Vox",12.23
"794","2022-01-09","Vox",12.37
