"","date","party","vote_share"
"2673","2021-12-18","Vox.max",15.03
"2674","2021-12-19","Vox.max",15.02
"2675","2021-12-20","Vox.max",15.19
"2676","2021-12-20","Vox.max",15.19
"2677","2021-12-21","Vox.max",13.66
"2678","2021-12-22","Vox.max",13.78
"2679","2021-12-23","Vox.max",14.1
"2680","2021-12-23","Vox.max",14.1
"2681","2021-12-23","Vox.max",14.1
"2682","2021-12-24","Vox.max",14.1
"2683","2021-12-25","Vox.max",14.1
"2684","2021-12-26","Vox.max",14.35
"2685","2021-12-27","Vox.max",14.35
"2686","2021-12-28","Vox.max",14.35
"2687","2021-12-29","Vox.max",14.35
"2688","2021-12-30","Vox.max",14.35
"2689","2021-12-31","Vox.max",14.35
"2690","2022-01-01","Vox.max",14.35
"2691","2022-01-02","Vox.max",14.55
"2692","2022-01-03","Vox.max",14.55
"2693","2022-01-04","Vox.max",14.55
"2694","2022-01-05","Vox.max",14.55
"2695","2022-01-06","Vox.max",14.63
"2696","2022-01-07","Vox.max",14.39
"2697","2022-01-08","Vox.max",14.39
"2698","2022-01-09","Vox.max",14.54
"2699","2022-01-10","Vox.max",14.54
"2700","2022-01-11","Vox.max",14.54
"2701","2022-01-12","Vox.max",14.54
"2702","2022-01-13","Vox.max",14.54
"2703","2022-01-14","Vox.max",14.73
"2704","2022-01-15","Vox.max",14.73
"2705","2022-01-16","Vox.max",14.89
"2706","2022-01-17","Vox.max",14.89
"2707","2022-01-18","Vox.max",14.97
"2708","2022-01-19","Vox.max",14.89
"2709","2022-01-20","Vox.max",14.89
"2710","2022-01-21","Vox.max",15.04
"2711","2022-01-21","Vox.max",15.04
"2712","2022-01-22","Vox.max",13.98
"2713","2022-01-23","Vox.max",14.13
"2714","2022-01-24","Vox.max",14.44
"2715","2022-01-25","Vox.max",15.57
"2716","2022-01-25","Vox.max",15.57
"2717","2022-01-25","Vox.max",15.57
"2718","2022-01-26","Vox.max",15.56
"2719","2022-01-27","Vox.max",15.56
"2720","2022-01-28","Vox.max",15.52
"2721","2022-01-29","Vox.max",15.52
"2722","2022-01-30","Vox.max",15.65
"2723","2022-01-31","Vox.max",15.52
"2724","2022-01-31","Vox.max",15.52
"2725","2022-02-01","Vox.max",15.56
"2726","2022-02-01","Vox.max",15.56
"2727","2022-02-02","Vox.max",15.31
"2728","2022-02-02","Vox.max",15.31
"2729","2022-02-02","Vox.max",15.31
"2730","2022-02-03","Vox.max",15.41
"2731","2022-02-03","Vox.max",15.41
"2732","2022-02-03","Vox.max",15.41
"2733","2022-02-04","Vox.max",15.65
"2734","2022-02-04","Vox.max",15.65
"2735","2022-02-05","Vox.max",15.66
"2736","2022-02-06","Vox.max",15.76
"2737","2022-02-07","Vox.max",15.76
"2738","2021-10-25","XAV.max",2.05
"2739","2021-10-26","XAV.max",2.05
"2740","2021-10-27","XAV.max",2.05
"2741","2021-10-28","XAV.max",2.04
"2742","2021-10-29","XAV.max",2.04
"2743","2021-10-30","XAV.max",2.04
"2744","2021-10-31","XAV.max",2.04
"2745","2021-11-01","XAV.max",2.04
"2746","2021-11-02","XAV.max",2.04
"2747","2021-11-03","XAV.max",2.03
"2748","2021-11-04","XAV.max",2.03
"2749","2021-11-05","XAV.max",2.03
"2750","2021-11-06","XAV.max",2.03
"2751","2021-11-07","XAV.max",2.03
"2752","2021-11-08","XAV.max",2.02
"2753","2021-11-09","XAV.max",2.02
"2754","2021-11-10","XAV.max",2.02
"2755","2021-11-11","XAV.max",2.02
"2756","2021-11-12","XAV.max",2.23
"2757","2021-11-13","XAV.max",2.23
"2758","2021-11-14","XAV.max",2.22
"2759","2021-11-15","XAV.max",2.22
"2760","2021-11-16","XAV.max",2.22
"2761","2021-11-17","XAV.max",2.22
"2762","2021-11-18","XAV.max",2.22
"2763","2021-11-19","XAV.max",2.22
"2764","2021-11-20","XAV.max",2.21
"2765","2021-11-21","XAV.max",2.21
"2766","2021-11-22","XAV.max",2.21
"2767","2021-11-23","XAV.max",2.21
"2768","2021-11-24","XAV.max",2.21
"2769","2021-11-25","XAV.max",2.21
"2770","2021-11-26","XAV.max",2.2
"2771","2021-11-27","XAV.max",2.2
"2772","2021-11-28","XAV.max",2.2
"2773","2021-11-29","XAV.max",2.2
"2774","2021-11-30","XAV.max",2.2
"2775","2021-12-01","XAV.max",2.2
"2776","2021-12-02","XAV.max",2.19
"2777","2021-12-03","XAV.max",2.19
"2778","2021-12-04","XAV.max",2.19
"2779","2021-12-05","XAV.max",2.19
"2780","2021-12-06","XAV.max",2.19
"2781","2021-12-07","XAV.max",2.19
"2782","2021-12-08","XAV.max",2.18
"2783","2021-12-09","XAV.max",2.18
"2784","2021-12-10","XAV.max",2.18
"2785","2021-12-11","XAV.max",2.18
"2786","2021-12-12","XAV.max",2.18
"2787","2021-12-13","XAV.max",2.18
"2788","2021-12-14","XAV.max",2.17
"2789","2021-12-15","XAV.max",2.01
"2790","2021-12-16","XAV.max",2.01
"2791","2021-12-17","XAV.max",2.01
"2792","2021-12-18","XAV.max",2.01
"2793","2021-12-19","XAV.max",2
"2794","2021-12-20","XAV.max",2.13
"2795","2021-12-20","XAV.max",2.13
"2796","2021-12-21","XAV.max",2.05
"2797","2021-12-22","XAV.max",1.99
"2798","2021-12-23","XAV.max",2.04
"2799","2021-12-23","XAV.max",2.04
"2800","2021-12-23","XAV.max",2.04
"2801","2021-12-24","XAV.max",2.04
"2802","2021-12-25","XAV.max",2.03
"2803","2021-12-26","XAV.max",2.06
"2804","2021-12-27","XAV.max",2.05
"2805","2021-12-28","XAV.max",2.05
"2806","2021-12-29","XAV.max",2.05
"2807","2021-12-30","XAV.max",2.05
"2808","2021-12-31","XAV.max",2.05
"2809","2022-01-01","XAV.max",2.05
"2810","2022-01-02","XAV.max",2.05
"2811","2022-01-03","XAV.max",2.05
"2812","2022-01-04","XAV.max",2.05
"2813","2022-01-05","XAV.max",2.05
"2814","2022-01-06","XAV.max",2.04
"2815","2022-01-07","XAV.max",2.08
"2816","2022-01-08","XAV.max",2.07
"2817","2022-01-09","XAV.max",2.07
"2818","2022-01-10","XAV.max",2.07
"2819","2022-01-11","XAV.max",2.07
"2820","2022-01-12","XAV.max",2.06
"2821","2022-01-13","XAV.max",2.06
"2822","2022-01-14","XAV.max",2
"2823","2022-01-15","XAV.max",2
"2824","2022-01-16","XAV.max",1.99
"2825","2022-01-17","XAV.max",1.99
"2826","2022-01-18","XAV.max",1.98
"2827","2022-01-19","XAV.max",2
"2828","2022-01-20","XAV.max",2
"2829","2022-01-21","XAV.max",2.02
"2830","2022-01-21","XAV.max",2.02
"2831","2022-01-22","XAV.max",2.15
"2832","2022-01-23","XAV.max",2.14
"2833","2022-01-24","XAV.max",2.21
"2834","2022-01-25","XAV.max",2.16
"2835","2022-01-25","XAV.max",2.16
"2836","2022-01-25","XAV.max",2.16
"2837","2022-01-26","XAV.max",2.16
"2838","2022-01-27","XAV.max",2.16
"2839","2022-01-28","XAV.max",2.13
"2840","2022-01-29","XAV.max",2.13
"2841","2022-01-30","XAV.max",2.12
"2842","2022-01-31","XAV.max",2.22
"2843","2022-01-31","XAV.max",2.22
"2844","2022-02-01","XAV.max",2.2
"2845","2022-02-01","XAV.max",2.2
"2846","2022-02-02","XAV.max",2.27
"2847","2022-02-02","XAV.max",2.27
"2848","2022-02-02","XAV.max",2.27
"2849","2022-02-03","XAV.max",2.29
"2850","2022-02-03","XAV.max",2.29
"2851","2022-02-03","XAV.max",2.29
"2852","2022-02-04","XAV.max",2.28
"2853","2022-02-04","XAV.max",2.28
"2854","2022-02-05","XAV.max",2.26
"2855","2022-02-06","XAV.max",2.25
"2856","2022-02-07","XAV.max",2.25
"2857","2021-10-25","Cs.enc",5.3
"2858","2021-10-26","Cs.enc",NA
"2859","2021-10-27","Cs.enc",NA
"2860","2021-10-28","Cs.enc",NA
"2861","2021-10-29","Cs.enc",NA
"2862","2021-10-30","Cs.enc",NA
"2863","2021-10-31","Cs.enc",NA
"2864","2021-11-01","Cs.enc",NA
"2865","2021-11-02","Cs.enc",NA
"2866","2021-11-03","Cs.enc",NA
"2867","2021-11-04","Cs.enc",NA
"2868","2021-11-05","Cs.enc",NA
"2869","2021-11-06","Cs.enc",NA
"2870","2021-11-07","Cs.enc",NA
"2871","2021-11-08","Cs.enc",NA
"2872","2021-11-09","Cs.enc",NA
"2873","2021-11-10","Cs.enc",NA
"2874","2021-11-11","Cs.enc",NA
"2875","2021-11-12","Cs.enc",6.7
"2876","2021-11-13","Cs.enc",NA
"2877","2021-11-14","Cs.enc",NA
"2878","2021-11-15","Cs.enc",NA
"2879","2021-11-16","Cs.enc",NA
"2880","2021-11-17","Cs.enc",NA
"2881","2021-11-18","Cs.enc",NA
"2882","2021-11-19","Cs.enc",NA
"2883","2021-11-20","Cs.enc",NA
"2884","2021-11-21","Cs.enc",NA
"2885","2021-11-22","Cs.enc",NA
"2886","2021-11-23","Cs.enc",NA
"2887","2021-11-24","Cs.enc",NA
"2888","2021-11-25","Cs.enc",NA
"2889","2021-11-26","Cs.enc",NA
"2890","2021-11-27","Cs.enc",NA
"2891","2021-11-28","Cs.enc",NA
"2892","2021-11-29","Cs.enc",NA
"2893","2021-11-30","Cs.enc",NA
"2894","2021-12-01","Cs.enc",NA
"2895","2021-12-02","Cs.enc",NA
"2896","2021-12-03","Cs.enc",NA
"2897","2021-12-04","Cs.enc",NA
"2898","2021-12-05","Cs.enc",NA
"2899","2021-12-06","Cs.enc",NA
"2900","2021-12-07","Cs.enc",NA
"2901","2021-12-08","Cs.enc",NA
"2902","2021-12-09","Cs.enc",NA
"2903","2021-12-10","Cs.enc",NA
"2904","2021-12-11","Cs.enc",NA
"2905","2021-12-12","Cs.enc",NA
"2906","2021-12-13","Cs.enc",NA
"2907","2021-12-14","Cs.enc",NA
"2908","2021-12-15","Cs.enc",4.7
"2909","2021-12-16","Cs.enc",NA
"2910","2021-12-17","Cs.enc",NA
"2911","2021-12-18","Cs.enc",NA
"2912","2021-12-19","Cs.enc",NA
"2913","2021-12-20","Cs.enc",5.6
"2914","2021-12-20","Cs.enc",4.7
"2915","2021-12-21","Cs.enc",5
"2916","2021-12-22","Cs.enc",4.2
"2917","2021-12-23","Cs.enc",4.5
"2918","2021-12-23","Cs.enc",5.1
"2919","2021-12-23","Cs.enc",5.1
"2920","2021-12-24","Cs.enc",NA
"2921","2021-12-25","Cs.enc",NA
"2922","2021-12-26","Cs.enc",4.4
"2923","2021-12-27","Cs.enc",NA
"2924","2021-12-28","Cs.enc",NA
"2925","2021-12-29","Cs.enc",NA
"2926","2021-12-30","Cs.enc",NA
"2927","2021-12-31","Cs.enc",NA
"2928","2022-01-01","Cs.enc",NA
"2929","2022-01-02","Cs.enc",4.3
"2930","2022-01-03","Cs.enc",NA
"2931","2022-01-04","Cs.enc",NA
"2932","2022-01-05","Cs.enc",NA
"2933","2022-01-06","Cs.enc",4.9
"2934","2022-01-07","Cs.enc",5.2
"2935","2022-01-08","Cs.enc",NA
"2936","2022-01-09","Cs.enc",4.6
"2937","2022-01-10","Cs.enc",NA
"2938","2022-01-11","Cs.enc",NA
"2939","2022-01-12","Cs.enc",NA
"2940","2022-01-13","Cs.enc",NA
"2941","2022-01-14","Cs.enc",2.6
"2942","2022-01-15","Cs.enc",NA
"2943","2022-01-16","Cs.enc",4.5
"2944","2022-01-17","Cs.enc",NA
"2945","2022-01-18","Cs.enc",4.5
"2946","2022-01-19","Cs.enc",3.8
"2947","2022-01-20","Cs.enc",NA
"2948","2022-01-21","Cs.enc",4.6
"2949","2022-01-21","Cs.enc",3.1
"2950","2022-01-22","Cs.enc",7.9
"2951","2022-01-23","Cs.enc",4.9
"2952","2022-01-24","Cs.enc",4.5
"2953","2022-01-25","Cs.enc",5.1
"2954","2022-01-25","Cs.enc",3.5
"2955","2022-01-25","Cs.enc",5
"2956","2022-01-26","Cs.enc",NA
"2957","2022-01-27","Cs.enc",NA
"2958","2022-01-28","Cs.enc",3.9
"2959","2022-01-29","Cs.enc",NA
"2960","2022-01-30","Cs.enc",4.7
"2961","2022-01-31","Cs.enc",4.2
"2962","2022-01-31","Cs.enc",6.9
"2963","2022-02-01","Cs.enc",4.4
"2964","2022-02-01","Cs.enc",4.8
"2965","2022-02-02","Cs.enc",4
"2966","2022-02-02","Cs.enc",4.9
"2967","2022-02-02","Cs.enc",7.6
"2968","2022-02-03","Cs.enc",4.6
"2969","2022-02-03","Cs.enc",4.1
"2970","2022-02-03","Cs.enc",4.1
"2971","2022-02-04","Cs.enc",4.3
"2972","2022-02-04","Cs.enc",4.3
"2973","2022-02-05","Cs.enc",5.2
"2974","2022-02-06","Cs.enc",5.1
"2975","2022-02-07","Cs.enc",NA
"2976","2021-10-25","EV.enc",NA
"2977","2021-10-26","EV.enc",NA
"2978","2021-10-27","EV.enc",NA
"2979","2021-10-28","EV.enc",NA
"2980","2021-10-29","EV.enc",NA
"2981","2021-10-30","EV.enc",NA
"2982","2021-10-31","EV.enc",NA
"2983","2021-11-01","EV.enc",NA
"2984","2021-11-02","EV.enc",NA
"2985","2021-11-03","EV.enc",NA
"2986","2021-11-04","EV.enc",NA
"2987","2021-11-05","EV.enc",NA
"2988","2021-11-06","EV.enc",NA
"2989","2021-11-07","EV.enc",NA
"2990","2021-11-08","EV.enc",NA
"2991","2021-11-09","EV.enc",NA
"2992","2021-11-10","EV.enc",NA
"2993","2021-11-11","EV.enc",NA
"2994","2021-11-12","EV.enc",NA
"2995","2021-11-13","EV.enc",NA
"2996","2021-11-14","EV.enc",NA
"2997","2021-11-15","EV.enc",NA
"2998","2021-11-16","EV.enc",NA
"2999","2021-11-17","EV.enc",NA
"3000","2021-11-18","EV.enc",NA
"3001","2021-11-19","EV.enc",NA
"3002","2021-11-20","EV.enc",NA
"3003","2021-11-21","EV.enc",NA
"3004","2021-11-22","EV.enc",NA
"3005","2021-11-23","EV.enc",NA
"3006","2021-11-24","EV.enc",NA
"3007","2021-11-25","EV.enc",NA
"3008","2021-11-26","EV.enc",NA
"3009","2021-11-27","EV.enc",NA
"3010","2021-11-28","EV.enc",NA
"3011","2021-11-29","EV.enc",NA
"3012","2021-11-30","EV.enc",NA
"3013","2021-12-01","EV.enc",NA
"3014","2021-12-02","EV.enc",NA
"3015","2021-12-03","EV.enc",NA
"3016","2021-12-04","EV.enc",NA
"3017","2021-12-05","EV.enc",NA
"3018","2021-12-06","EV.enc",NA
"3019","2021-12-07","EV.enc",NA
"3020","2021-12-08","EV.enc",NA
"3021","2021-12-09","EV.enc",NA
"3022","2021-12-10","EV.enc",NA
"3023","2021-12-11","EV.enc",NA
"3024","2021-12-12","EV.enc",NA
"3025","2021-12-13","EV.enc",NA
"3026","2021-12-14","EV.enc",NA
"3027","2021-12-15","EV.enc",NA
"3028","2021-12-16","EV.enc",NA
"3029","2021-12-17","EV.enc",NA
"3030","2021-12-18","EV.enc",NA
"3031","2021-12-19","EV.enc",NA
"3032","2021-12-20","EV.enc",NA
"3033","2021-12-20","EV.enc",0.7
"3034","2021-12-21","EV.enc",NA
"3035","2021-12-22","EV.enc",0.7
"3036","2021-12-23","EV.enc",0.7
"3037","2021-12-23","EV.enc",NA
"3038","2021-12-23","EV.enc",1
"3039","2021-12-24","EV.enc",NA
"3040","2021-12-25","EV.enc",NA
"3041","2021-12-26","EV.enc",2.9
"3042","2021-12-27","EV.enc",NA
"3043","2021-12-28","EV.enc",NA
"3044","2021-12-29","EV.enc",NA
"3045","2021-12-30","EV.enc",NA
"3046","2021-12-31","EV.enc",NA
"3047","2022-01-01","EV.enc",NA
"3048","2022-01-02","EV.enc",4.3
"3049","2022-01-03","EV.enc",NA
"3050","2022-01-04","EV.enc",NA
"3051","2022-01-05","EV.enc",NA
"3052","2022-01-06","EV.enc",NA
"3053","2022-01-07","EV.enc",0.7
"3054","2022-01-08","EV.enc",NA
"3055","2022-01-09","EV.enc",4.7
"3056","2022-01-10","EV.enc",NA
"3057","2022-01-11","EV.enc",NA
"3058","2022-01-12","EV.enc",NA
"3059","2022-01-13","EV.enc",NA
"3060","2022-01-14","EV.enc",0.8
"3061","2022-01-15","EV.enc",NA
"3062","2022-01-16","EV.enc",6.2
"3063","2022-01-17","EV.enc",NA
"3064","2022-01-18","EV.enc",6.4
"3065","2022-01-19","EV.enc",5.5
"3066","2022-01-20","EV.enc",NA
"3067","2022-01-21","EV.enc",1.1
"3068","2022-01-21","EV.enc",4.7
"3069","2022-01-22","EV.enc",2.8
"3070","2022-01-23","EV.enc",5.2
"3071","2022-01-24","EV.enc",4.7
"3072","2022-01-25","EV.enc",4.9
"3073","2022-01-25","EV.enc",3.3
"3074","2022-01-25","EV.enc",NA
"3075","2022-01-26","EV.enc",NA
"3076","2022-01-27","EV.enc",NA
"3077","2022-01-28","EV.enc",1
"3078","2022-01-29","EV.enc",NA
"3079","2022-01-30","EV.enc",5.3
"3080","2022-01-31","EV.enc",4.7
"3081","2022-01-31","EV.enc",2.8
"3082","2022-02-01","EV.enc",1.2
"3083","2022-02-01","EV.enc",5.6
"3084","2022-02-02","EV.enc",6.4
"3085","2022-02-02","EV.enc",5.3
"3086","2022-02-02","EV.enc",3.9
"3087","2022-02-03","EV.enc",2.4
"3088","2022-02-03","EV.enc",3.5
"3089","2022-02-03","EV.enc",6
"3090","2022-02-04","EV.enc",1.8
"3091","2022-02-04","EV.enc",4.2
"3092","2022-02-05","EV.enc",4.8
"3093","2022-02-06","EV.enc",5.4
"3094","2022-02-07","EV.enc",NA
"3095","2021-10-25","PP.enc",36.8
"3096","2021-10-26","PP.enc",NA
"3097","2021-10-27","PP.enc",NA
"3098","2021-10-28","PP.enc",NA
"3099","2021-10-29","PP.enc",NA
"3100","2021-10-30","PP.enc",NA
"3101","2021-10-31","PP.enc",NA
"3102","2021-11-01","PP.enc",NA
"3103","2021-11-02","PP.enc",NA
"3104","2021-11-03","PP.enc",NA
"3105","2021-11-04","PP.enc",NA
"3106","2021-11-05","PP.enc",NA
"3107","2021-11-06","PP.enc",NA
"3108","2021-11-07","PP.enc",NA
"3109","2021-11-08","PP.enc",NA
"3110","2021-11-09","PP.enc",NA
"3111","2021-11-10","PP.enc",NA
"3112","2021-11-11","PP.enc",NA
"3113","2021-11-12","PP.enc",40.9
"3114","2021-11-13","PP.enc",NA
"3115","2021-11-14","PP.enc",NA
"3116","2021-11-15","PP.enc",NA
"3117","2021-11-16","PP.enc",NA
"3118","2021-11-17","PP.enc",NA
"3119","2021-11-18","PP.enc",NA
"3120","2021-11-19","PP.enc",NA
"3121","2021-11-20","PP.enc",NA
"3122","2021-11-21","PP.enc",NA
"3123","2021-11-22","PP.enc",NA
"3124","2021-11-23","PP.enc",NA
"3125","2021-11-24","PP.enc",NA
"3126","2021-11-25","PP.enc",NA
"3127","2021-11-26","PP.enc",NA
"3128","2021-11-27","PP.enc",NA
"3129","2021-11-28","PP.enc",NA
"3130","2021-11-29","PP.enc",NA
"3131","2021-11-30","PP.enc",NA
"3132","2021-12-01","PP.enc",NA
"3133","2021-12-02","PP.enc",NA
"3134","2021-12-03","PP.enc",NA
"3135","2021-12-04","PP.enc",NA
"3136","2021-12-05","PP.enc",NA
"3137","2021-12-06","PP.enc",NA
"3138","2021-12-07","PP.enc",NA
"3139","2021-12-08","PP.enc",NA
"3140","2021-12-09","PP.enc",NA
"3141","2021-12-10","PP.enc",NA
"3142","2021-12-11","PP.enc",NA
"3143","2021-12-12","PP.enc",NA
"3144","2021-12-13","PP.enc",NA
"3145","2021-12-14","PP.enc",NA
"3146","2021-12-15","PP.enc",40.1
"3147","2021-12-16","PP.enc",NA
"3148","2021-12-17","PP.enc",NA
"3149","2021-12-18","PP.enc",NA
"3150","2021-12-19","PP.enc",NA
"3151","2021-12-20","PP.enc",40.7
"3152","2021-12-20","PP.enc",37.6
"3153","2021-12-21","PP.enc",40.1
"3154","2021-12-22","PP.enc",39.2
"3155","2021-12-23","PP.enc",39.2
"3156","2021-12-23","PP.enc",40.3
"3157","2021-12-23","PP.enc",37.1
"3158","2021-12-24","PP.enc",NA
"3159","2021-12-25","PP.enc",NA
"3160","2021-12-26","PP.enc",35
"3161","2021-12-27","PP.enc",NA
"3162","2021-12-28","PP.enc",NA
"3163","2021-12-29","PP.enc",NA
"3164","2021-12-30","PP.enc",NA
"3165","2021-12-31","PP.enc",NA
"3166","2022-01-01","PP.enc",NA
"3167","2022-01-02","PP.enc",34.7
"3168","2022-01-03","PP.enc",NA
"3169","2022-01-04","PP.enc",NA
"3170","2022-01-05","PP.enc",NA
"3171","2022-01-06","PP.enc",40.1
"3172","2022-01-07","PP.enc",39.3
"3173","2022-01-08","PP.enc",NA
"3174","2022-01-09","PP.enc",34.9
"3175","2022-01-10","PP.enc",NA
"3176","2022-01-11","PP.enc",NA
"3177","2022-01-12","PP.enc",NA
"3178","2022-01-13","PP.enc",NA
"3179","2022-01-14","PP.enc",40.8
"3180","2022-01-15","PP.enc",NA
"3181","2022-01-16","PP.enc",33.7
"3182","2022-01-17","PP.enc",NA
"3183","2022-01-18","PP.enc",33.2
"3184","2022-01-19","PP.enc",35
"3185","2022-01-20","PP.enc",NA
"3186","2022-01-21","PP.enc",35.7
"3187","2022-01-21","PP.enc",38.5
"3188","2022-01-22","PP.enc",29.8
"3189","2022-01-23","PP.enc",32.2
"3190","2022-01-24","PP.enc",35.9
"3191","2022-01-25","PP.enc",30.8
"3192","2022-01-25","PP.enc",39.2
"3193","2022-01-25","PP.enc",33.8
"3194","2022-01-26","PP.enc",NA
"3195","2022-01-27","PP.enc",NA
"3196","2022-01-28","PP.enc",38.7
"3197","2022-01-29","PP.enc",NA
"3198","2022-01-30","PP.enc",31
"3199","2022-01-31","PP.enc",33.3
"3200","2022-01-31","PP.enc",34.7
"3201","2022-02-01","PP.enc",38.4
"3202","2022-02-01","PP.enc",31
"3203","2022-02-02","PP.enc",30.8
"3204","2022-02-02","PP.enc",32.7
"3205","2022-02-02","PP.enc",29.7
"3206","2022-02-03","PP.enc",33.5
"3207","2022-02-03","PP.enc",36.5
"3208","2022-02-03","PP.enc",33.8
"3209","2022-02-04","PP.enc",36.1
"3210","2022-02-04","PP.enc",34.7
"3211","2022-02-05","PP.enc",33.2
"3212","2022-02-06","PP.enc",31.3
"3213","2022-02-07","PP.enc",NA
"3214","2021-10-25","PSOE.enc",30
"3215","2021-10-26","PSOE.enc",NA
"3216","2021-10-27","PSOE.enc",NA
"3217","2021-10-28","PSOE.enc",NA
"3218","2021-10-29","PSOE.enc",NA
"3219","2021-10-30","PSOE.enc",NA
"3220","2021-10-31","PSOE.enc",NA
"3221","2021-11-01","PSOE.enc",NA
"3222","2021-11-02","PSOE.enc",NA
"3223","2021-11-03","PSOE.enc",NA
"3224","2021-11-04","PSOE.enc",NA
"3225","2021-11-05","PSOE.enc",NA
"3226","2021-11-06","PSOE.enc",NA
"3227","2021-11-07","PSOE.enc",NA
"3228","2021-11-08","PSOE.enc",NA
"3229","2021-11-09","PSOE.enc",NA
"3230","2021-11-10","PSOE.enc",NA
"3231","2021-11-11","PSOE.enc",NA
"3232","2021-11-12","PSOE.enc",31.1
"3233","2021-11-13","PSOE.enc",NA
"3234","2021-11-14","PSOE.enc",NA
"3235","2021-11-15","PSOE.enc",NA
"3236","2021-11-16","PSOE.enc",NA
"3237","2021-11-17","PSOE.enc",NA
"3238","2021-11-18","PSOE.enc",NA
"3239","2021-11-19","PSOE.enc",NA
"3240","2021-11-20","PSOE.enc",NA
"3241","2021-11-21","PSOE.enc",NA
"3242","2021-11-22","PSOE.enc",NA
"3243","2021-11-23","PSOE.enc",NA
"3244","2021-11-24","PSOE.enc",NA
"3245","2021-11-25","PSOE.enc",NA
"3246","2021-11-26","PSOE.enc",NA
"3247","2021-11-27","PSOE.enc",NA
"3248","2021-11-28","PSOE.enc",NA
"3249","2021-11-29","PSOE.enc",NA
"3250","2021-11-30","PSOE.enc",NA
"3251","2021-12-01","PSOE.enc",NA
"3252","2021-12-02","PSOE.enc",NA
"3253","2021-12-03","PSOE.enc",NA
"3254","2021-12-04","PSOE.enc",NA
"3255","2021-12-05","PSOE.enc",NA
"3256","2021-12-06","PSOE.enc",NA
"3257","2021-12-07","PSOE.enc",NA
"3258","2021-12-08","PSOE.enc",NA
"3259","2021-12-09","PSOE.enc",NA
"3260","2021-12-10","PSOE.enc",NA
"3261","2021-12-11","PSOE.enc",NA
"3262","2021-12-12","PSOE.enc",NA
"3263","2021-12-13","PSOE.enc",NA
"3264","2021-12-14","PSOE.enc",NA
"3265","2021-12-15","PSOE.enc",30
"3266","2021-12-16","PSOE.enc",NA
"3267","2021-12-17","PSOE.enc",NA
"3268","2021-12-18","PSOE.enc",NA
"3269","2021-12-19","PSOE.enc",NA
"3270","2021-12-20","PSOE.enc",28.7
"3271","2021-12-20","PSOE.enc",31.3
"3272","2021-12-21","PSOE.enc",32.3
"3273","2021-12-22","PSOE.enc",31.8
"3274","2021-12-23","PSOE.enc",29.8
"3275","2021-12-23","PSOE.enc",31.9
"3276","2021-12-23","PSOE.enc",29.2
"3277","2021-12-24","PSOE.enc",NA
"3278","2021-12-25","PSOE.enc",NA
"3279","2021-12-26","PSOE.enc",32.4
"3280","2021-12-27","PSOE.enc",NA
"3281","2021-12-28","PSOE.enc",NA
"3282","2021-12-29","PSOE.enc",NA
"3283","2021-12-30","PSOE.enc",NA
"3284","2021-12-31","PSOE.enc",NA
"3285","2022-01-01","PSOE.enc",NA
"3286","2022-01-02","PSOE.enc",32.2
"3287","2022-01-03","PSOE.enc",NA
"3288","2022-01-04","PSOE.enc",NA
"3289","2022-01-05","PSOE.enc",NA
"3290","2022-01-06","PSOE.enc",28.9
"3291","2022-01-07","PSOE.enc",30.7
"3292","2022-01-08","PSOE.enc",NA
"3293","2022-01-09","PSOE.enc",29.6
"3294","2022-01-10","PSOE.enc",NA
"3295","2022-01-11","PSOE.enc",NA
"3296","2022-01-12","PSOE.enc",NA
"3297","2022-01-13","PSOE.enc",NA
"3298","2022-01-14","PSOE.enc",29.1
"3299","2022-01-15","PSOE.enc",NA
"3300","2022-01-16","PSOE.enc",28.8
"3301","2022-01-17","PSOE.enc",NA
"3302","2022-01-18","PSOE.enc",28.4
"3303","2022-01-19","PSOE.enc",28.9
"3304","2022-01-20","PSOE.enc",NA
"3305","2022-01-21","PSOE.enc",29.9
"3306","2022-01-21","PSOE.enc",28.3
"3307","2022-01-22","PSOE.enc",30.8
"3308","2022-01-23","PSOE.enc",27.9
"3309","2022-01-24","PSOE.enc",28
"3310","2022-01-25","PSOE.enc",27.8
"3311","2022-01-25","PSOE.enc",29.7
"3312","2022-01-25","PSOE.enc",27.8
"3313","2022-01-26","PSOE.enc",NA
"3314","2022-01-27","PSOE.enc",NA
"3315","2022-01-28","PSOE.enc",28.6
"3316","2022-01-29","PSOE.enc",NA
"3317","2022-01-30","PSOE.enc",27.4
"3318","2022-01-31","PSOE.enc",28.2
"3319","2022-01-31","PSOE.enc",31
"3320","2022-02-01","PSOE.enc",28.7
"3321","2022-02-01","PSOE.enc",26.4
"3322","2022-02-02","PSOE.enc",29.7
"3323","2022-02-02","PSOE.enc",27.2
"3324","2022-02-02","PSOE.enc",30.1
"3325","2022-02-03","PSOE.enc",27.9
"3326","2022-02-03","PSOE.enc",29.4
"3327","2022-02-03","PSOE.enc",29.3
"3328","2022-02-04","PSOE.enc",28.9
"3329","2022-02-04","PSOE.enc",28
"3330","2022-02-05","PSOE.enc",28.1
"3331","2022-02-06","PSOE.enc",26.2
"3332","2022-02-07","PSOE.enc",NA
"3333","2021-10-25","UP.enc",5
"3334","2021-10-26","UP.enc",NA
"3335","2021-10-27","UP.enc",NA
"3336","2021-10-28","UP.enc",NA
"3337","2021-10-29","UP.enc",NA
"3338","2021-10-30","UP.enc",NA
